@relation 'FiroModalityInstances: -C 0-weka.filters.unsupervised.attribute.Remove-R3'

@attribute Label {Obligation,Prohibition,Other}
@attribute text string
@attribute posTagSeq string

@data
Obligation,'-LRB- b -RRB- -LRB- 1 -RRB- With respect to each certificate of deposit sold or redeemed after May 31 , 1978 , and before October 1 , 2003 , or each deposit or share account opened with bank after June 30 , 1972 , and before October 1 , 2003 , bank shall , within 30 days from the date such transaction occurs or an account is opened , secure and maintain record of the taxpayer identification number of the customer involved ; or where the account or certificate is in the names of two or more persons , the bank shall secure the taxpayer identification number of person having a financial interest in the certificate or account . In the event that bank has been unable to secure , within the 30-day period specified , the required identification , it shall nevertheless not be deemed to be in violation of this section if it has made reasonable effort to secure such identification , and it maintains list containing the names , addresses , and account numbers of those persons from whom it has been unable to secure such identification , and makes the names , addresses , and account numbers of those persons available to the Secretary as directed by him . bank acting as an agent for another person in the purchase or redemption of certificate of deposit issued by another bank is responsible for obtaining and recording the required taxpayer identification , as well as for maintaining the records referred to in paragraphs -LRB- c -RRB- -LRB- 11 -RRB- and -LRB- 12 -RRB- of this section . The issuing bank can satisfy the recordkeeping requirement by recording the name and address of the agent together with description of the instrument and the date of the transaction . Where person is a non- resident alien , the bank shall also record the person’ passport number or a description of some other government document used to verify his identity . -LRB- 2 -RRB- The 30-day period provided for in paragraph -LRB- b -RRB- -LRB- 1 -RRB- of this section shall be extended where the person opening the account has applied for taxpayer identification or social security number on Form SS– or SS–5 , until such time as the person maintaining the account has had reasonable opportunity to secure such number and furnish it to the bank . -LRB- 3 -RRB- taxpayer identification number required under paragraph -LRB- b -RRB- -LRB- 1 -RRB- of this section need not be secured for accounts or transactions with the following : -LRB- i -RRB- Agencies and instrumentalities of Federal , State , local or foreign -LRB- ii -RRB- Judges , public officials , or clerks of courts of record as custodians of funds in controversy or under the control of the court ; -LRB- iii -RRB- Aliens who are ambassadors , ministers , career diplomatic or consular officers , or naval , military or other attache´ of foreign embassies and legations , and for the members of their immediate families ; -LRB- iv -RRB- Aliens who are accredited representatives of international organizations which are entitled to enjoy privileges , exemptions and immunities as an international organization under the International Organization Immunities Act of December 29 , 1945 -LRB- 22 U.S.C. 288 -RRB- , and the members of their immediate -LRB- v -RRB- Aliens temporarily residing in the United States for period not to exceed 180 days ; -LRB- vi -RRB- Aliens not engaged in trade or business in the United States who are attending recognized college or university or any training program , supervised or conducted by any agency of the Federal Government ; -LRB- vii -RRB- Unincorporated subordinate units of tax exempt central organization which are covered by group exemption letter , -LRB- viii -RRB- person under 18 years of age with respect to an account opened as part of a school thrift savings program , provided the annual interest is less than -LRB- ix -RRB- person opening a Christmas club , vacation club and similar installment savings programs , provided the annual interest is less than and -LRB- x -RRB- Non-resident aliens who are not engaged in trade or business in the United States . -LRB- 4 -RRB- In instances described in paragraphs -LRB- b -RRB- -LRB- 3 -RRB- -LRB- viii -RRB- and -LRB- ix -RRB- of this section , the bank shall , within 15 days following the end of any calendar year in which the interest accrued in that year is $ 10 or more use its best effort to secure and maintain the appropriate taxpayer identification number or application form therefor . -LRB- 5 -RRB- The rules and regulations issued by the Internal Revenue Service under section 6109 of the Internal Revenue Code of 1954 shall determine what constitutes taxpayer identification number and whose number shall be obtained in the case of an account maintained by one or more persons .','-LRB- NN -RRB- -LRB- CD -RRB- IN NN TO DT NN IN NN VBN CC VBN IN NNP CD , CD , CC IN NNP CD , CD , CC DT NN CC NN NN VBN IN NN IN NNP CD , CD , CC IN NNP CD , CD , NN MD , IN CD NNS IN DT NN JJ NN VBZ CC DT NN VBZ VBN , VB CC VB NN IN DT NN NN NN IN DT NN VBN : CC WRB DT NN CC NN VBZ IN DT NNS IN CD CC JJR NNS , DT NN MD VB DT NN NN NN IN NN VBG DT JJ NN IN DT NN CC NN . IN DT NN IN NN VBZ VBN JJ TO VB , IN DT JJ NN VBN , DT JJ NN , PRP MD RB RB VB VBN TO VB IN NN IN DT NN IN PRP VBZ VBN JJ NN TO VB JJ NN , CC PRP VBZ NN VBG DT NNS , NNS , CC NN NNS IN DT NNS IN WP PRP VBZ VBN JJ TO VB JJ NN , CC VBZ DT NNS , NNS , CC NN NNS IN DT NNS JJ TO DT NNP IN VBN IN PRP . NN VBG IN DT NN IN DT NN IN DT NN CC NN IN NN IN NN VBN IN DT NN VBZ JJ IN VBG CC VBG DT VBN NN NN , RB RB IN IN VBG DT NNS VBD TO IN NNS -LRB- NN -RRB- -LRB- CD -RRB- CC -LRB- CD -RRB- IN DT NN . DT VBG NN MD VB DT NN NN IN VBG DT NN CC NN IN DT NN RB IN NN IN DT NN CC DT NN IN DT NN . WRB NN VBZ DT JJ NN NN , DT NN MD RB VB DT NN NN NN CC DT NN IN DT JJ NN NN VBD TO VB PRP$ NN . -LRB- CD -RRB- DT JJ NN VBN IN IN NN -LRB- NN -RRB- -LRB- CD -RRB- IN DT NN MD VB VBN WRB DT NN VBG DT NN VBZ VBN IN NN NN CC JJ NN NN IN NN , CC CD , IN JJ NN IN DT NN VBG DT NN VBZ VBN JJ NN TO VB JJ NN CC VB PRP TO DT NN . -LRB- CD -RRB- NN NN NN VBN IN NN -LRB- NN -RRB- -LRB- CD -RRB- IN DT NN MD RB VB VBN IN NNS CC NNS IN DT NN : -LRB- NNP -RRB- NNPS CC NNS IN NNP , NNP , JJ CC JJ -LRB- JJ -RRB- NNPS , JJ NNS , CC NNS IN NNS IN NN IN NNS IN NNS IN NN CC IN DT NN IN DT NN : -LRB- NN -RRB- NNS WP VBP NNS , NNS , NN JJ CC JJ NNS , CC JJ , JJ CC JJ NN IN JJ NNS CC NNS , CC IN DT NNS IN PRP$ JJ NNS : -LRB- NNP -RRB- NNP WP VBP JJ NNS IN JJ NNS WDT VBP VBN TO VB NNS , NNS CC NNS IN DT JJ NN IN DT NNP NNP NNP NNP IN NNP CD , CD -LRB- CD NNP CD -RRB- , CC DT NNS IN PRP$ JJ -LRB- CD -RRB- VBZ RB VBG IN DT NNP NNPS IN NN RB TO VB CD NNS : -LRB- FW -RRB- VBZ RB VBN IN NN CC NN IN DT NNP NNPS WP VBP VBG VBN NN CC NN CC DT NN NN , VBN CC VBN IN DT NN IN DT NNP NNP : -LRB- FW -RRB- VBN JJ NNS IN NN JJ JJ NN WDT VBP VBN IN NN NN NN , -LRB- FW -RRB- NN IN CD NNS IN NN IN NN TO DT NN VBN IN NN IN DT NN NN NNS NN , VBD DT JJ NN VBZ JJR IN -LRB- NN -RRB- NN VBG DT NNP NN , NN NN CC JJ NN NN NNS , VBD DT JJ NN VBZ JJR IN CC -LRB- NNP -RRB- NNP NNS WP VBP RB VBN IN NN CC NN IN DT NNP NNPS . -LRB- LS -RRB- IN NNS VBN IN NNS -LRB- NN -RRB- -LRB- CD -RRB- -LRB- FW -RRB- CC -LRB- NN -RRB- IN DT NN , DT NN MD , IN CD NNS VBG DT NN IN DT NN NN IN WDT DT NN VBN IN DT NN VBZ $ CD CC JJR VB PRP$ JJS NN TO VB CC VB DT JJ NN NN NN CC NN NN NN . -LRB- CD -RRB- DT NNS CC NNS VBN IN DT NNP NNP NNP IN NN CD IN DT NNP NNP NNP IN CD MD VB WP VBZ NN NN NN CC WP$ NN MD VB VBN IN DT NN IN DT NN VBN IN CD CC JJR NNS .'
Obligation,'-LRB- c -RRB- Each bank shall , in addition , retain either the original or microfilm or other copy or reproduction of each of the following : -LRB- 1 -RRB- Each document granting signature authority over each deposit or share account , including any notations , if such are normally made , of specific identifying information verifying the identity of the signer -LRB- such as driver \'s license number or credit card number -RRB- ; -LRB- 2 -RRB- Each statement , ledger card or other record on each deposit or share account , showing each transaction in , or with respect to , that account ; -LRB- 3 -RRB- Each check , clean draft , or money order drawn on the bank or issued and payable by it , except those drawn for $ 100 or less or those drawn on accounts which can be expected to have drawn on them an average of at least 100 checks per month over the calendar year or on each occasion on which such checks are issued , and which are : -LRB- i -RRB- Dividend checks , -LRB- ii -RRB- Payroll checks , -LRB- iii -RRB- Employee benefit checks , -LRB- iv -RRB- Insurance claim checks , -LRB- v -RRB- Medical benefit checks , -LRB- vi -RRB- Checks drawn on government agency accounts , -LRB- vii -RRB- Checks drawn by brokers or dealers in securities , -LRB- viii -RRB- Checks drawn on fiduciary accounts , -LRB- ix -RRB- Checks drawn on other financial institutions , or -LRB- x -RRB- Pension or annuity checks ; -LRB- 4 -RRB- Each item in excess of $ 100 -LRB- other than bank charges or periodic charges made pursuant to agreement with the customer -RRB- , comprising debit to a customer’ deposit or share account , not required to be kept , and not specifically exempted , under paragraph -LRB- c -RRB- -LRB- 3 -RRB- of this -LRB- 5 -RRB- Each item , including checks , drafts , or transfers of credit , of more than $ 10 , 000 remitted or transferred to person , account or place outside the United States ; -LRB- 6 -RRB- record of each remittance or transfer of funds , or of currency , other monetary instruments , checks , investment securities , or credit , of more than $ 10 , 000 to person , account or place outside the United States ; -LRB- 7 -RRB- Each check or draft in an amount in excess of $ 10 , 000 drawn on or issued by foreign bank which the domestic bank has paid or presented to nonbank drawee for payment ; -LRB- 8 -RRB- Each item , including checks , drafts or transfers of credit , of more than $ 10 , 000 received directly and not through domestic financial institution , by letter , cable or any other means , from bank , broker or dealer in foreign exchange outside the United States ; -LRB- 9 -RRB- record of each receipt of currency , other monetary instruments , investment securities or checks , and of each transfer of funds or credit , of more than $ 10 , 000 received on any one occasion directly and not through domestic financial institution , from a bank , broker or dealer in foreign exchange outside the United States ; and -LRB- 10 -RRB- Records prepared or received by bank in the ordinary course of business , which would be needed to reconstruct transaction account and to trace check in excess of $ 100 deposited in such account through its domestic processing system or to supply description of a deposited check in excess of $ 100 . This subparagraph shall be applicable only with respect to demand deposits . -LRB- 11 -RRB- record containing the name , address , and taxpayer identification number as determined under section 6109 of the Internal Revenue Code of 1986 , if available , of the purchaser of each certificate of deposit , as well as description of the instrument , a notation of the method of payment , and the date of the transaction . -LRB- 12 -RRB- record containing the name , address and taxpayer identification number as determined under section 6109 of the Internal Revenue Code of 1986 , if available , of any person presenting certificate of deposit for payment , as well as description of the instrument and the date of the transaction . -LRB- 13 -RRB- Each deposit slip or credit ticket reflecting transaction in excess of $ 100 or the equivalent record for direct deposit or other wire transfer deposit transactions . The slip or ticket shall record the amount of any currency involved .','-LRB- NN -RRB- DT NN MD , IN NN , VBP CC DT JJ CC NN CC JJ NN CC NN IN DT IN DT NN : -LRB- CD -RRB- DT NN VBG NN NN IN DT NN CC NN NN , VBG DT NNS , IN JJ VBP RB VBN , IN JJ VBG NN VBG DT NN IN DT NN -LRB- JJ IN NN POS NN NN CC NN NN NN -RRB- : -LRB- CD -RRB- DT NN , JJR NN CC JJ NN IN DT NN CC NN NN , VBG DT NN IN , CC IN NN TO , WDT VBP : -LRB- CD -RRB- DT NN , JJ NN , CC NN NN VBN IN DT NN CC VBN CC JJ IN PRP , IN DT VBN IN $ CD CC JJR CC DT VBN IN NNS WDT MD VB VBN TO VB VBN IN PRP DT NN IN IN JJS CD NNS IN NN IN DT NN NN CC IN DT NN IN WDT JJ NNS VBP VBN , CC WDT VBP : -LRB- NNP -RRB- NNP NNS , -LRB- NNP -RRB- NNP NNS , -LRB- NNP -RRB- NNP NN NNS , -LRB- NNP -RRB- NNP NN NNS , -LRB- NNP -RRB- NNP NN NNS , -LRB- FW -RRB- NNPS VBN IN NN NN NNS , -LRB- FW -RRB- NNPS VBN IN NNS CC NNS IN NNS , -LRB- FW -RRB- NNPS VBN IN JJ NNS , -LRB- NNP -RRB- VBZ VBN IN JJ JJ NNS , CC -LRB- NN -RRB- NN CC NN NNS : -LRB- CD -RRB- DT NN IN NN IN $ CD -LRB- JJ IN NN NNS CC JJ NNS VBD JJ TO NN IN DT NN -RRB- , VBG NN TO DT JJ NN CC NN NN , RB VBN TO VB VBN , CC RB RB VBN , IN NN -LRB- NN -RRB- -LRB- CD -RRB- IN DT -LRB- CD -RRB- DT NN , VBG NNS , NNS , CC NNS IN NN , IN JJR IN $ CD , CD NNS CC VBN TO NN , NN CC NN IN DT NNP NNPS : -LRB- CD -RRB- NN IN DT NN CC NN IN NNS , CC IN NN , JJ JJ NNS , NNS , NN NNS , CC NN , IN JJR IN $ CD , CD TO NN , NN CC NN IN DT NNP NNPS : -LRB- CD -RRB- DT NN CC NN IN DT NN IN NN IN $ CD , CD VBN IN CC VBN IN JJ NN WDT DT JJ NN VBZ VBN CC VBN TO VB NN IN NN : -LRB- CD -RRB- DT NN , VBG NNS , NNS CC NNS IN NN , IN JJR IN $ CD , CD VBD RB CC RB IN JJ JJ NN , IN NN , NN CC DT JJ NNS , IN NN , NN CC NN IN JJ NN IN DT NNP NNPS : -LRB- CD -RRB- NN IN DT NN IN NN , JJ JJ NNS , NN NNS CC NNS , CC IN DT NN IN NNS CC NN , IN JJR IN $ CD , CD VBD IN DT CD NN RB CC RB IN JJ JJ NN , IN DT NN , NN CC NN IN JJ NN IN DT NNP NNPS : CC -LRB- CD -RRB- NNPS VBD CC VBN IN NN IN DT JJ NN IN NN , WDT MD VB VBN TO VB NN NN CC TO VB NN IN NN IN $ CD VBN IN JJ NN IN PRP$ JJ NN NN CC TO VB NN IN DT VBN NN IN NN IN $ CD . DT NN MD VB JJ RB IN NN TO NN NNS . -LRB- CD -RRB- NN VBG DT NN , NN , CC NN NN NN IN VBN IN NN CD IN DT NNP NNP NNP IN CD , IN JJ , IN DT NN IN DT NN IN NN , RB RB IN NN IN DT NN , DT NN IN DT NN IN NN , CC DT NN IN DT NN . -LRB- CD -RRB- NN VBG DT NN , NN CC NN NN NN IN VBN IN NN CD IN DT NNP NNP NNP IN CD , IN JJ , IN DT NN VBG NN IN NN IN NN , RB RB IN NN IN DT NN CC DT NN IN DT NN . -LRB- CD -RRB- DT NN NN CC NN NN VBG NN IN NN IN $ CD CC DT JJ NN IN JJ NN CC JJ NN NN NN NNS . DT NN CC NN MD VB DT NN IN DT NN VBD .'
Obligation,'Subpart E—Special Information Sharing Procedures To Deter Money Laundering and Terrorist Activity § 1020.500 General . Banks are subject to the special information sharing procedures to deter money laundering and terrorist activity requirements set forth and cross referenced in this subpart . Banks should also refer to Subpart of Part 1010 of this Chapter for special information sharing procedures to deter money laundering and terrorist activity contained in that subpart which apply to banks .','NNP NNP NNP NNP NNP TO VB NN VBG CC NNP NNP NNP CD NNP . NNS VBP JJ TO DT JJ NN NN NNS TO VB NN NN CC JJ NN NNS VBN RB CC VB VBN IN DT NN . NNS MD RB VB TO NNP IN NNP CD IN DT NN IN JJ NN NN NNS TO VB NN NN CC JJ NN VBD IN DT JJ WDT VBP TO NNS .'
Obligation,'§ 1020.520 Special information sharing procedures to deter money laundering and terrorist activity for banks . -LRB- a -RRB- Refer to § 1010.520 of this Chapter .','DT CD JJ NN NN NNS TO VB NN NN CC JJ NN IN NNS . -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Obligation,'§ 1020.540 Voluntary information sharing among financial institutions . -LRB- a -RRB- Refer to § 1010.540 of this Chapter .','DT CD JJ NN NN IN JJ NNS . -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Obligation,'Subpart F—Special Standards of Prohibitions ; and Special Measures § 1020.600 General . Banks are subject to the special standards of diligence and special measures requirements set forth and cross referenced in this subpart . Banks should also refer to Subpart of Part 1010 of this Chapter for special standards of diligence and special measures contained in that subpart which apply to banks .','NNP NNP NNS IN NNS : CC NNP NNPS NNP CD NNP . NNS VBP JJ TO DT JJ NNS IN NN CC JJ NNS NNS VBN RB CC VB VBN IN DT NN . NNS MD RB VB TO NNP IN NNP CD IN DT NN IN JJ NNS IN NN CC JJ NNS VBN IN DT JJ WDT VBP TO NNS .'
Obligation,'§ 1020.610 Due diligence programs for correspondent accounts for foreign financial institutions . -LRB- a -RRB- Refer to § 1010.610 of this Chapter .','DT CD JJ NN NNS IN NN NNS IN JJ JJ NNS . -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Obligation,'§ 1020.620 Due diligence programs for private banking accounts . -LRB- a -RRB- Refer to § 1010.620 of this Chapter .','DT CD JJ NN NNS IN JJ NN NNS . -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Obligation,'§ 1020.670 Summons or subpoena of foreign bank records ; Termination of correspondent relationship . -LRB- a -RRB- Refer to § 1010.670 of this Chapter .','DT CD NNPS CC NN IN JJ NN NNS : NN IN NN NN . -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Obligation,'null -LRB- a -RRB- Requirements for casinos . casino shall be deemed to satisfy the requirements of 31 U.S.C. 5318 -LRB- h -RRB- -LRB- 1 -RRB- if it implements and maintains compliance program described in paragraph -LRB- b -RRB- of this section .','null -LRB- DT -RRB- NNS IN NNS . NN MD VB VBN TO VB DT NNS IN CD NNP CD -LRB- NN -RRB- -LRB- CD -RRB- IN PRP VBZ CC VBZ NN NN VBN IN NN -LRB- NN -RRB- IN DT NN .'
Obligation,'-LRB- b -RRB- Compliance programs . -LRB- 1 -RRB- Each casino shall develop and implement written program reasonably designed to assure and monitor compliance with the requirements set forth in 31 U.S.C. chapter 53 , subchapter II and the regulations contained in this chapter . -LRB- 2 -RRB- At minimum , each compliance program shall provide for : -LRB- i -RRB- system of internal controls to assure ongoing compliance ; -LRB- ii -RRB- Internal and/or external independent testing for compliance . The scope and frequency of the testing shall be commensurate with the money laundering and terrorist financing risks posed by the products and services provided by the casino ; -LRB- iii -RRB- Training of casino personnel , including training in the identification of unusual or suspicious transactions , to the extent that the reporting of such transactions is required by this chapter , by other applicable law or regulation , or by the casino’ own administrative and compliance policies ; -LRB- iv -RRB- An individual or individuals to assure day-to-day compliance ; -LRB- v -RRB- Procedures for using all available information to determine : -LRB- A -RRB- When required by this chapter , the name , address , social security number , and other information , and verification of the same , of person ; -LRB- B -RRB- The occurrence of any transactions or patterns of transactions required to be reported pursuant to § 1021.320 ; -LRB- C -RRB- Whether any record as described in subpart of Part 1010 of this Chapter or subpart of this Part 1021 must be made and retained ; and -LRB- vi -RRB- For casinos that have automated data processing systems , the use of automated programs to aid in assuring compliance .','-LRB- NN -RRB- NN NNS . -LRB- CD -RRB- DT NN MD VB CC VB VBN NN RB VBN TO VB CC VB NN IN DT NNS VBN RP IN CD NNP NN CD , NNP NNP CC DT NNS VBN IN DT NN . -LRB- CD -RRB- IN NN , DT NN NN MD VB IN : -LRB- NNP -RRB- NN IN JJ NNS TO VB JJ NN : -LRB- NNP -RRB- NNP NNP JJ JJ NN IN NN . DT NN CC NN IN DT NN MD VB JJ IN DT NN NN CC JJ NN NNS VBN IN DT NNS CC NNS VBN IN DT NN : -LRB- NN -RRB- NN IN NN NNS , VBG NN IN DT NN IN JJ CC JJ NNS , TO DT NN IN DT NN IN JJ NNS VBZ VBN IN DT NN , IN JJ JJ NN CC NN , CC IN DT JJ JJ JJ CC NN NNS : -LRB- NNP -RRB- DT NN CC NNS TO VB JJ NN : -LRB- NN -RRB- NNS IN VBG DT JJ NN TO VB : -LRB- DT -RRB- WRB VBN IN DT NN , DT NN , NN , JJ NN NN , CC JJ NN , CC NN IN DT JJ , IN NN : -LRB- NNP -RRB- DT NN IN DT NNS CC NNS IN NNS VBN TO VB VBN JJ TO VB CD : -LRB- NNP -RRB- IN DT NN IN VBN IN JJ IN NNP CD IN DT NN CC NN IN DT NN CD MD VB VBN CC VBN : CC -LRB- FW -RRB- IN NNS WDT VBP VBN NN NN NNS , DT NN IN JJ NNS TO VB IN VBG NN .'
Obligation,'§ 1021.311 Filing obligations . Each casino shall file report of each transaction in currency , involving either cash in or cash out , of more than $ 10 , 000 . -LRB- a -RRB- Transactions in currency involving cash in include , but are not limited to : -LRB- 1 -RRB- Purchases of chips , tokens , and other gaming instruments ; -LRB- 2 -RRB- Front money deposits ; -LRB- 3 -RRB- Safekeeping deposits ; -LRB- 4 -RRB- Payments on any form of credit , including markers and counter checks ; -LRB- 5 -RRB- Bets of currency , including money -LRB- 6 -RRB- Currency received by casino for transmittal of funds through wire transfer for customer ; -LRB- 7 -RRB- Purchases of casino \'s check ; -LRB- 8 -RRB- Exchanges of currency for currency , including foreign currency ; and -LRB- 9 -RRB- Bills inserted into electronic gaming devices .','DT CD VBG NNS . DT NN MD VB NN IN DT NN IN NN , VBG DT NN RP CC NN RP , IN JJR IN $ CD , CD . -LRB- DT -RRB- NNPS IN NN VBG NN IN VBP , CC VBP RB VBN TO : -LRB- CD -RRB- NNS IN NNS , NNS , CC JJ NN NNS : -LRB- CD -RRB- NN NN NNS : -LRB- CD -RRB- NN NNS : -LRB- LS -RRB- NNS IN DT NN IN NN , VBG NNS CC JJ NNS : -LRB- CD -RRB- NNPS IN NN , VBG NN -LRB- CD -RRB- NN VBN IN NN IN NN IN NNS IN NN NN IN NN : -LRB- CD -RRB- NNS IN NN POS NN : -LRB- CD -RRB- NNS IN NN IN NN , VBG JJ NN : CC -LRB- CD -RRB- NNS VBN IN JJ NN NNS .'
Obligation,'-LRB- b -RRB- Transactions in currency involving cash out include , but are not limited to : -LRB- 1 -RRB- Redemptions of chips , tokens , tickets , and other gaming instruments ; -LRB- 2 -RRB- Front money withdrawals ; -LRB- 3 -RRB- Safekeeping withdrawals ; -LRB- 4 -RRB- Advances on any form of credit , including markers and counter checks ; -LRB- 5 -RRB- Payments on bets ; -LRB- 6 -RRB- Payments by casino to a customer based on receipt of funds through wire transfers ; -LRB- 7 -RRB- Cashing of checks or other negotiable instruments ; -LRB- 8 -RRB- Exchanges of currency for currency , including foreign currency ; -LRB- 9 -RRB- Travel and complimentary expenses and gaming incentives ; and -LRB- 10 -RRB- Payment for tournament , contests , and other promotions .','-LRB- NN -RRB- NNPS IN NN VBG NN RP VB , CC VBP RB VBN TO : -LRB- CD -RRB- NNS IN NNS , NNS , NNS , CC JJ NN NNS : -LRB- CD -RRB- NN NN NNS : -LRB- CD -RRB- VBG NNS : -LRB- CD -RRB- NNS IN DT NN IN NN , VBG NNS CC RB NNS : -LRB- CD -RRB- NNS IN NNS : -LRB- CD -RRB- NNS IN NN TO DT NN VBN IN NN IN NNS IN NN NNS : -LRB- CD -RRB- NN IN NNS CC JJ JJ NNS : -LRB- CD -RRB- NNS IN NN IN NN , VBG JJ NN : -LRB- CD -RRB- NN CC JJ NNS CC NN NNS : CC -LRB- CD -RRB- NN IN NN , NNS , CC JJ NNS .'
Obligation,'-LRB- c -RRB- Other provisions of this chapter notwithstanding , casinos are exempted from the reporting obligations found in this section and § 1021.313 for the following transactions in currency or currency transactions : -LRB- 1 -RRB- Transactions between casino and currency dealer or exchanger , or between casino and a check casher , as those terms are defined in § 1010.100 -LRB- ff -RRB- of this Chapter , so long as such transactions are conducted pursuant to contractual or other arrangement with casino covering the financial services in paragraphs -LRB- a -RRB- -LRB- 8 -RRB- , -LRB- b -RRB- -LRB- 7 -RRB- , and -LRB- b -RRB- -LRB- 8 -RRB- of this section ; -LRB- 2 -RRB- Cash out transactions to the extent the currency is won in money play and is the same currency the customer wagered in the money play , or cash in transactions to the extent the currency is the same currency the customer previously wagered in money play on the same table game without leaving the -LRB- 3 -RRB- Bills inserted into electronic gaming devices in multiple transactions -LRB- unless casino has knowledge pursuant to § 1021.313 in which case this exemption would not apply -RRB- ; and -LRB- 4 -RRB- Jackpots from slot machines or video lottery terminals .','-LRB- NN -RRB- JJ NNS IN DT NN IN , NNS VBP VBN IN DT NN NNS VBD IN DT NN CC VBD CD IN DT JJ NNS IN NN CC NN NNS : -LRB- CD -RRB- NNPS IN NN CC NN NN CC NN , CC IN NN CC DT NN NN , IN DT NNS VBP VBN IN NNP CD -LRB- NN -RRB- IN DT NN , RB RB IN JJ NNS VBP VBN JJ TO JJ CC JJ NN IN NN VBG DT JJ NNS IN NNS -LRB- DT -RRB- -LRB- CD -RRB- , -LRB- NN -RRB- -LRB- CD -RRB- , CC -LRB- NN -RRB- -LRB- CD -RRB- IN DT NN : -LRB- CD -RRB- NN IN NNS TO DT NN DT NN VBZ VBN IN NN NN CC VBZ DT JJ NN DT NN VBD IN DT NN NN , CC NN IN NNS TO DT NN DT NN VBZ DT JJ NN DT NN RB VBN IN NN NN IN DT JJ NN NN IN VBG DT -LRB- CD -RRB- VBZ VBN IN JJ NN NNS IN JJ NNS -LRB- IN NN VBZ NN JJ TO VB CD IN WDT NN DT NN MD RB VB -RRB- : CC -LRB- LS -RRB- NNS IN NN NNS CC JJ NN NNS .'
Obligation,'§ 1021.313 Aggregation . In the case of casino , multiple currency transactions shall be treated as single transaction if the casino has knowledge that they are by or on behalf of any person and result in either cash in or cash out totaling more than $ 10 , 000 during any gaming day . For purposes of this section , casino shall be deemed to have the knowledge described in the preceding sentence , if : Any sole proprietor , partner , officer , director , or employee of the casino , acting within the scope of his or her employment , has knowledge that such multiple currency transactions have occurred , including knowledge from examining the books , records , logs , information retained on magnetic disk , tape or other machine-readable media , or in any manual system , and similar documents and information , which the casino maintains pursuant to any law or regulation or within the ordinary course of its business , and which contain information that such multiple currency transactions have occurred .','DT CD NN . IN DT NN IN NN , JJ NN NNS MD VB VBN IN JJ NN IN DT NN VBZ NN IN PRP VBP IN CC IN NN IN DT NN CC NN IN DT NN RP CC VB RP VBG JJR IN $ CD , CD IN DT JJ NN . IN NNS IN DT NN , NN MD VB VBN TO VB DT NN VBN IN DT VBG NN , IN : DT JJ NN , NN , NN , NN , CC NN IN DT NN , VBG IN DT NN IN PRP$ CC PRP$ NN , VBZ NN IN JJ JJ NN NNS VBP VBN , VBG NN IN VBG DT NNS , NNS , NNS , NN VBD IN JJ NN , NN CC JJ JJ NNS , CC IN DT JJ NN , CC JJ NNS CC NN , WDT DT NN VBZ JJ TO DT NN CC NN CC IN DT JJ NN IN PRP$ NN , CC WDT VBP NN IN JJ JJ NN NNS VBP VBN .'
